transaction_id,product_id,date,transaction_type,quantity,stock_after,is_anomaly
7855,38,2025-12-20,SALE,4,115,False
8069,39,2025-12-20,SALE,6,166,False
8264,40,2025-12-20,SALE,9,89,False
8265,40,2025-12-20,RETURN,4,93,False
8483,41,2025-12-20,SALE,9,139,False
8714,42,2025-12-20,SALE,10,68,False
8949,43,2025-12-20,SALE,19,144,False
9173,44,2025-12-20,SALE,5,130,False
9358,45,2025-12-20,SALE,10,58,False
9593,46,2025-12-20,SALE,5,99,False
9809,47,2025-12-20,SALE,12,135,False
10023,48,2025-12-20,SALE,6,53,False
10220,49,2025-12-20,SALE,3,120,False
10434,50,2025-12-20,SALE,9,101,False
10651,51,2025-12-20,SALE,3,81,False
10861,52,2025-12-20,SALE,2,103,False
10862,52,2025-12-20,RETURN,4,107,False
11071,53,2025-12-20,SALE,7,150,False
11286,54,2025-12-20,SALE,14,120,False
11505,55,2025-12-20,SALE,5,165,False
11709,56,2025-12-20,SALE,2,112,False
11942,57,2025-12-20,SALE,12,104,False
12162,58,2025-12-20,SALE,10,138,False
12380,59,2025-12-20,SALE,4,102,False
12575,60,2025-12-20,SALE,20,84,False
7,1,2025-12-21,SALE,19,33,False
228,2,2025-12-21,SALE,3,138,False
425,3,2025-12-21,SALE,7,127,False
633,4,2025-12-21,SALE,4,39,False
857,5,2025-12-21,SALE,5,52,False
1051,6,2025-12-21,SALE,2,75,False
1253,7,2025-12-21,SALE,14,57,False
1463,8,2025-12-21,SALE,8,125,False
1683,9,2025-12-21,SALE,9,81,False
1898,10,2025-12-21,SALE,6,82,False
2106,11,2025-12-21,SALE,7,44,False
2333,12,2025-12-21,SALE,4,55,False
2539,13,2025-12-21,SALE,6,112,False
2767,14,2025-12-21,SALE,2,56,False
2980,15,2025-12-21,SALE,7,53,False
3194,16,2025-12-21,SALE,32,27,True
3195,16,2025-12-21,RETURN,1,28,False
3401,17,2025-12-21,SALE,12,57,False
3626,18,2025-12-21,SALE,11,105,False
3842,19,2025-12-21,SALE,3,116,False
4062,20,2025-12-21,SALE,5,98,False
4270,21,2025-12-21,SALE,2,119,False
4481,22,2025-12-21,SALE,8,68,False
4691,23,2025-12-21,SALE,5,169,False
4880,24,2025-12-21,SALE,7,50,False
5098,25,2025-12-21,SALE,14,91,False
5322,26,2025-12-21,SALE,11,134,False
5519,27,2025-12-21,SALE,7,135,False
5738,28,2025-12-21,SALE,23,13,False
5739,28,2025-12-21,RESTOCK,109,122,False
5964,29,2025-12-21,SALE,3,61,False
6167,30,2025-12-21,SALE,1,99,False
6383,31,2025-12-21,SALE,3,138,False
6591,32,2025-12-21,SALE,5,78,False
6805,33,2025-12-21,SALE,19,44,False
7019,34,2025-12-21,SALE,2,153,False
7205,35,2025-12-21,SALE,9,64,False
7431,36,2025-12-21,SALE,2,39,False
7644,37,2025-12-21,SALE,5,172,False
7856,38,2025-12-21,SALE,2,113,False
8070,39,2025-12-21,SALE,5,161,False
8266,40,2025-12-21,SALE,6,87,False
8484,41,2025-12-21,SALE,8,131,True
8715,42,2025-12-21,SALE,4,64,False
8950,43,2025-12-21,SALE,19,125,False
9174,44,2025-12-21,SALE,7,123,False
9359,45,2025-12-21,SALE,9,49,False
9594,46,2025-12-21,SALE,8,91,False
9810,47,2025-12-21,SALE,7,128,False
10024,48,2025-12-21,SALE,3,50,False
10221,49,2025-12-21,SALE,5,115,False
10435,50,2025-12-21,SALE,17,84,False
10652,51,2025-12-21,SALE,1,80,False
10863,52,2025-12-21,SALE,2,105,False
11072,53,2025-12-21,SALE,10,140,False
11287,54,2025-12-21,SALE,10,110,False
11506,55,2025-12-21,SALE,4,161,False
11710,56,2025-12-21,SALE,11,101,False
11943,57,2025-12-21,SALE,3,101,False
12163,58,2025-12-21,SALE,14,124,False
12381,59,2025-12-21,SALE,4,98,False
12576,60,2025-12-21,SALE,22,62,False
8,1,2025-12-22,SALE,5,28,False
229,2,2025-12-22,SALE,2,136,False
426,3,2025-12-22,SALE,7,120,False
634,4,2025-12-22,SALE,4,35,False
858,5,2025-12-22,SALE,1,51,False
1052,6,2025-12-22,SALE,2,73,False
1254,7,2025-12-22,SALE,8,49,False
1464,8,2025-12-22,SALE,1,124,False
1684,9,2025-12-22,SALE,7,74,False
1899,10,2025-12-22,SALE,8,74,False
2107,11,2025-12-22,SALE,8,36,False
2334,12,2025-12-22,SALE,10,45,False
2540,13,2025-12-22,SALE,7,105,False
2768,14,2025-12-22,SALE,3,53,False
2981,15,2025-12-22,SALE,7,46,False
3196,16,2025-12-22,SALE,1,27,False
3402,17,2025-12-22,SALE,7,50,False
3627,18,2025-12-22,SALE,8,97,False
3843,19,2025-12-22,SALE,4,112,False
4063,20,2025-12-22,SALE,5,93,False
4271,21,2025-12-22,SALE,3,116,False
4482,22,2025-12-22,SALE,5,63,False
4692,23,2025-12-22,SALE,3,166,False
4881,24,2025-12-22,SALE,10,40,False
5099,25,2025-12-22,SALE,6,85,False
5323,26,2025-12-22,SALE,6,128,False
5520,27,2025-12-22,SALE,4,131,False
5740,28,2025-12-22,SALE,12,110,False
5965,29,2025-12-22,SALE,1,60,False
6168,30,2025-12-22,SALE,5,94,False
6384,31,2025-12-22,SALE,3,135,False
6592,32,2025-12-22,SALE,5,73,False
6806,33,2025-12-22,SALE,2,42,False
7020,34,2025-12-22,SALE,2,151,False
7206,35,2025-12-22,SALE,11,53,False
7432,36,2025-12-22,SALE,5,34,False
7645,37,2025-12-22,SALE,2,170,False
7857,38,2025-12-22,SALE,10,103,False
8071,39,2025-12-22,SALE,5,156,False
8267,40,2025-12-22,SALE,10,77,False
8485,41,2025-12-22,SALE,14,117,False
8716,42,2025-12-22,SALE,8,56,False
8951,43,2025-12-22,SALE,5,120,False
9175,44,2025-12-22,SALE,2,121,False
9360,45,2025-12-22,SALE,12,37,False
9595,46,2025-12-22,SALE,4,87,False
9811,47,2025-12-22,SALE,7,121,False
10025,48,2025-12-22,SALE,3,47,False
10222,49,2025-12-22,SALE,3,112,False
10436,50,2025-12-22,SALE,2,82,False
10653,51,2025-12-22,SALE,4,76,False
10864,52,2025-12-22,SALE,3,102,False
11073,53,2025-12-22,SALE,4,136,False
11288,54,2025-12-22,SALE,7,103,False
11507,55,2025-12-22,SALE,5,156,False
11711,56,2025-12-22,SALE,3,98,False
11944,57,2025-12-22,SALE,8,93,False
12164,58,2025-12-22,SALE,5,119,False
12382,59,2025-12-22,SALE,4,94,False
12577,60,2025-12-22,SALE,6,56,False
9,1,2025-12-23,SALE,3,25,False
10,1,2025-12-23,RESTOCK,49,74,False
230,2,2025-12-23,SALE,4,132,False
427,3,2025-12-23,SALE,4,116,False
635,4,2025-12-23,SALE,5,30,False
636,4,2025-12-23,RESTOCK,70,100,False
859,5,2025-12-23,SALE,2,49,False
1255,7,2025-12-23,SALE,5,44,False
1465,8,2025-12-23,SALE,7,117,False
1685,9,2025-12-23,SALE,3,71,False
1900,10,2025-12-23,SALE,5,69,False
2108,11,2025-12-23,SALE,2,34,False
2335,12,2025-12-23,SALE,13,32,False
2541,13,2025-12-23,SALE,8,97,False
2769,14,2025-12-23,SALE,5,48,False
2982,15,2025-12-23,SALE,7,39,False
3197,16,2025-12-23,SALE,3,24,False
3403,17,2025-12-23,SALE,3,47,False
3628,18,2025-12-23,SALE,8,89,False
3844,19,2025-12-23,SALE,8,104,False
4064,20,2025-12-23,SALE,6,87,False
4272,21,2025-12-23,SALE,3,113,False
4483,22,2025-12-23,SALE,4,59,False
4693,23,2025-12-23,SALE,1,165,False
4882,24,2025-12-23,SALE,6,34,False
5100,25,2025-12-23,SALE,6,79,False
5324,26,2025-12-23,SALE,5,123,False
5521,27,2025-12-23,SALE,3,128,False
5741,28,2025-12-23,SALE,6,104,False
5966,29,2025-12-23,SALE,2,58,False
6169,30,2025-12-23,SALE,4,90,False
6385,31,2025-12-23,SALE,3,132,False
6593,32,2025-12-23,SALE,6,67,False
6807,33,2025-12-23,SALE,5,37,False
7021,34,2025-12-23,SALE,4,147,False
7207,35,2025-12-23,SALE,4,49,False
7433,36,2025-12-23,SALE,7,27,False
7646,37,2025-12-23,SALE,1,169,False
7858,38,2025-12-23,SALE,7,96,False
8072,39,2025-12-23,SALE,4,152,False
8268,40,2025-12-23,SALE,8,69,False
8486,41,2025-12-23,SALE,6,111,False
8717,42,2025-12-23,SALE,4,52,False
8952,43,2025-12-23,SALE,7,113,False
9176,44,2025-12-23,SALE,2,119,False
9361,45,2025-12-23,SALE,2,35,False
9596,46,2025-12-23,SALE,10,77,False
9812,47,2025-12-23,SALE,5,116,False
10026,48,2025-12-23,SALE,3,44,False
10223,49,2025-12-23,SALE,9,103,False
10437,50,2025-12-23,SALE,3,79,False
10654,51,2025-12-23,SALE,4,72,False
10865,52,2025-12-23,SALE,5,97,False
11074,53,2025-12-23,SALE,6,130,False
11289,54,2025-12-23,SALE,15,88,False
11508,55,2025-12-23,SALE,2,154,False
11712,56,2025-12-23,SALE,5,93,False
11945,57,2025-12-23,SALE,8,85,False
12165,58,2025-12-23,SALE,9,110,False
12383,59,2025-12-23,SALE,5,89,False
12578,60,2025-12-23,SALE,4,52,False
11,1,2025-12-24,SALE,6,68,False
12,1,2025-12-24,RETURN,1,69,False
231,2,2025-12-24,SALE,3,129,False
428,3,2025-12-24,SALE,4,112,False
637,4,2025-12-24,SALE,9,91,False
860,5,2025-12-24,SALE,2,47,False
1053,6,2025-12-24,SALE,2,71,False
1256,7,2025-12-24,SALE,2,42,False
1466,8,2025-12-24,SALE,3,114,False
1686,9,2025-12-24,SALE,9,62,False
1901,10,2025-12-24,SALE,6,63,False
2109,11,2025-12-24,SALE,10,24,False
2336,12,2025-12-24,RESTOCK,81,113,False
2542,13,2025-12-24,SALE,2,95,False
2770,14,2025-12-24,SALE,2,46,False
2983,15,2025-12-24,SALE,9,30,False
3198,16,2025-12-24,SALE,4,20,False
3199,16,2025-12-24,RESTOCK,85,105,False
3404,17,2025-12-24,SALE,6,41,False
3629,18,2025-12-24,SALE,2,87,False
3845,19,2025-12-24,SALE,4,100,False
4065,20,2025-12-24,SALE,7,80,False
4273,21,2025-12-24,SALE,3,110,False
4484,22,2025-12-24,SALE,2,57,False
4694,23,2025-12-24,SALE,4,161,False
4883,24,2025-12-24,SALE,8,26,False
5101,25,2025-12-24,SALE,6,73,False
5325,26,2025-12-24,SALE,6,117,False
5522,27,2025-12-24,SALE,5,123,False
5967,29,2025-12-24,SALE,2,56,False
6170,30,2025-12-24,SALE,5,85,False
6386,31,2025-12-24,SALE,4,128,False
6594,32,2025-12-24,SALE,14,53,False
6808,33,2025-12-24,SALE,1,36,False
7208,35,2025-12-24,SALE,6,43,False
7209,35,2025-12-24,RETURN,1,44,False
7434,36,2025-12-24,SALE,8,19,False
7647,37,2025-12-24,SALE,2,167,False
7859,38,2025-12-24,SALE,7,89,False
8073,39,2025-12-24,SALE,5,147,False
8269,40,2025-12-24,SALE,5,64,False
8487,41,2025-12-24,SALE,9,102,False
8718,42,2025-12-24,SALE,9,43,False
8953,43,2025-12-24,SALE,6,107,False
9362,45,2025-12-24,SALE,7,28,False
9597,46,2025-12-24,SALE,15,62,False
9813,47,2025-12-24,SALE,9,107,False
10027,48,2025-12-24,SALE,6,38,False
10224,49,2025-12-24,SALE,6,97,False
10438,50,2025-12-24,SALE,3,76,False
10655,51,2025-12-24,SALE,5,67,False
10866,52,2025-12-24,SALE,2,95,False
11075,53,2025-12-24,SALE,5,125,False
11290,54,2025-12-24,SALE,9,79,False
11509,55,2025-12-24,SALE,6,148,False
11713,56,2025-12-24,SALE,6,87,False
11946,57,2025-12-24,SALE,7,78,False
12166,58,2025-12-24,SALE,12,98,False
12384,59,2025-12-24,SALE,5,84,False
12579,60,2025-12-24,SALE,8,44,False
232,2,2025-12-25,SALE,5,124,False
429,3,2025-12-25,SALE,5,107,False
638,4,2025-12-25,SALE,6,85,False
861,5,2025-12-25,SALE,2,45,False
1054,6,2025-12-25,SALE,4,67,False
1467,8,2025-12-25,SALE,7,107,False
1687,9,2025-12-25,SALE,5,57,False
1902,10,2025-12-25,SALE,3,60,False
2110,11,2025-12-25,SALE,7,17,False
2111,11,2025-12-25,RESTOCK,96,113,False
2337,12,2025-12-25,SALE,1,112,False
2543,13,2025-12-25,SALE,5,90,False
2771,14,2025-12-25,SALE,5,41,False
2984,15,2025-12-25,SALE,4,26,False
3405,17,2025-12-25,SALE,9,32,False
3630,18,2025-12-25,SALE,6,81,False
3846,19,2025-12-25,SALE,3,97,False
4066,20,2025-12-25,SALE,2,78,False
4274,21,2025-12-25,SALE,3,107,False
4485,22,2025-12-25,SALE,2,55,False
4695,23,2025-12-25,SALE,5,156,False
